Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72925,72925,52925,"Billing end-to-end scenario 425 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1060,Billing requirement 60,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72926,72926,52926,"Billing end-to-end scenario 426 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1060,Billing requirement 60,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72927,72927,52927,"Billing end-to-end scenario 427 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1060,Billing requirement 60,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72928,72928,52928,"Billing end-to-end scenario 428 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1061,Billing requirement 61,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72929,72929,52929,"Billing end-to-end scenario 429 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1061,Billing requirement 61,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72930,72930,52930,"Billing end-to-end scenario 430 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1061,Billing requirement 61,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72931,72931,52931,"Billing end-to-end scenario 431 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1061,Billing requirement 61,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72932,72932,52932,"Billing end-to-end scenario 432 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1061,Billing requirement 61,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72933,72933,52933,"Billing end-to-end scenario 433 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1061,Billing requirement 61,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72934,72934,52934,"Billing end-to-end scenario 434 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1061,Billing requirement 61,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72935,72935,52935,"Billing end-to-end scenario 435 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1062,Billing requirement 62,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72936,72936,52936,"Billing end-to-end scenario 436 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1062,Billing requirement 62,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72937,72937,52937,"Billing end-to-end scenario 437 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1062,Billing requirement 62,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72938,72938,52938,"Billing end-to-end scenario 438 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1062,Billing requirement 62,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72939,72939,52939,"Billing end-to-end scenario 439 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1062,Billing requirement 62,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72940,72940,52940,"Billing end-to-end scenario 440 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1062,Billing requirement 62,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72941,72941,52941,"Billing end-to-end scenario 441 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1062,Billing requirement 62,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72942,72942,52942,"Billing end-to-end scenario 442 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1063,Billing requirement 63,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72943,72943,52943,"Billing end-to-end scenario 443 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1063,Billing requirement 63,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72944,72944,52944,"Billing end-to-end scenario 444 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1063,Billing requirement 63,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72945,72945,52945,"Billing end-to-end scenario 445 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1063,Billing requirement 63,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72946,72946,52946,"Billing end-to-end scenario 446 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1063,Billing requirement 63,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72947,72947,52947,"Billing end-to-end scenario 447 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1063,Billing requirement 63,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72948,72948,52948,"Billing end-to-end scenario 448 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1063,Billing requirement 63,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72949,72949,52949,"Billing end-to-end scenario 449 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1064,Billing requirement 64,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72950,72950,52950,"Billing end-to-end scenario 450 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1064,Billing requirement 64,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72951,72951,52951,"Billing end-to-end scenario 451 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1064,Billing requirement 64,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72952,72952,52952,"Billing end-to-end scenario 452 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1064,Billing requirement 64,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72953,72953,52953,"Billing end-to-end scenario 453 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1064,Billing requirement 64,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72954,72954,52954,"Billing end-to-end scenario 454 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1064,Billing requirement 64,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72955,72955,52955,"Billing end-to-end scenario 455 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1064,Billing requirement 64,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72956,72956,52956,"Billing end-to-end scenario 456 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1065,Billing requirement 65,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72957,72957,52957,"Billing end-to-end scenario 457 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1065,Billing requirement 65,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72958,72958,52958,"Billing end-to-end scenario 458 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1065,Billing requirement 65,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72959,72959,52959,"Billing end-to-end scenario 459 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1065,Billing requirement 65,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72960,72960,52960,"Billing end-to-end scenario 460 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1065,Billing requirement 65,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72961,72961,52961,"Billing end-to-end scenario 461 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1065,Billing requirement 65,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72962,72962,52962,"Billing end-to-end scenario 462 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1065,Billing requirement 65,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72963,72963,52963,"Billing end-to-end scenario 463 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1066,Billing requirement 66,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72964,72964,52964,"Billing end-to-end scenario 464 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1066,Billing requirement 66,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72965,72965,52965,"Billing end-to-end scenario 465 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1066,Billing requirement 66,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72966,72966,52966,"Billing end-to-end scenario 466 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1066,Billing requirement 66,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72967,72967,52967,"Billing end-to-end scenario 467 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1066,Billing requirement 66,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72968,72968,52968,"Billing end-to-end scenario 468 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1066,Billing requirement 66,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72969,72969,52969,"Billing end-to-end scenario 469 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1066,Billing requirement 66,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72970,72970,52970,"Billing end-to-end scenario 470 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1067,Billing requirement 67,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72971,72971,52971,"Billing end-to-end scenario 471 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1067,Billing requirement 67,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72972,72972,52972,"Billing end-to-end scenario 472 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1067,Billing requirement 67,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72973,72973,52973,"Billing end-to-end scenario 473 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1067,Billing requirement 67,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72974,72974,52974,"Billing end-to-end scenario 474 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1067,Billing requirement 67,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72975,72975,52975,"Billing end-to-end scenario 475 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1067,Billing requirement 67,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72976,72976,52976,"Billing end-to-end scenario 476 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1067,Billing requirement 67,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72977,72977,52977,"Billing end-to-end scenario 477 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1068,Billing requirement 68,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72978,72978,52978,"Billing end-to-end scenario 478 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1068,Billing requirement 68,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72979,72979,52979,"Billing end-to-end scenario 479 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1068,Billing requirement 68,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72980,72980,52980,"Billing end-to-end scenario 480 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1068,Billing requirement 68,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72981,72981,52981,"Billing end-to-end scenario 481 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1068,Billing requirement 68,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72982,72982,52982,"Billing end-to-end scenario 482 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1068,Billing requirement 68,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72983,72983,52983,"Billing end-to-end scenario 483 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1068,Billing requirement 68,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72984,72984,52984,"Billing end-to-end scenario 484 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1069,Billing requirement 69,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72985,72985,52985,"Billing end-to-end scenario 485 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1069,Billing requirement 69,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72986,72986,52986,"Billing end-to-end scenario 486 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1069,Billing requirement 69,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72987,72987,52987,"Billing end-to-end scenario 487 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1069,Billing requirement 69,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72988,72988,52988,"Billing end-to-end scenario 488 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1069,Billing requirement 69,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72989,72989,52989,"Billing end-to-end scenario 489 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1069,Billing requirement 69,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72990,72990,52990,"Billing end-to-end scenario 490 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1069,Billing requirement 69,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72991,72991,52991,"Billing end-to-end scenario 491 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1070,Billing requirement 70,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72992,72992,52992,"Billing end-to-end scenario 492 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1070,Billing requirement 70,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72993,72993,52993,"Billing end-to-end scenario 493 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1070,Billing requirement 70,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72994,72994,52994,"Billing end-to-end scenario 494 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1070,Billing requirement 70,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72995,72995,52995,"Billing end-to-end scenario 495 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1070,Billing requirement 70,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72996,72996,52996,"Billing end-to-end scenario 496 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1070,Billing requirement 70,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72997,72997,52997,"Billing end-to-end scenario 497 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1070,Billing requirement 70,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72998,72998,52998,"Billing end-to-end scenario 498 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1071,Billing requirement 71,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-72999,72999,52999,"Billing end-to-end scenario 499 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1071,Billing requirement 71,
GC SAP Upgrade / IR1 / Billing / Team SD,TR-73000,73000,53000,"Billing end-to-end scenario 500 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP SD,Billing,REQ-1071,Billing requirement 71,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73001,73001,53001,"Finance end-to-end scenario 001 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1000,Finance requirement 0,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73002,73002,53002,"Finance end-to-end scenario 002 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1000,Finance requirement 0,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73003,73003,53003,"Finance end-to-end scenario 003 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1000,Finance requirement 0,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73004,73004,53004,"Finance end-to-end scenario 004 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1000,Finance requirement 0,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73005,73005,53005,"Finance end-to-end scenario 005 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1000,Finance requirement 0,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73006,73006,53006,"Finance end-to-end scenario 006 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1000,Finance requirement 0,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73007,73007,53007,"Finance end-to-end scenario 007 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1000,Finance requirement 0,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73008,73008,53008,"Finance end-to-end scenario 008 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1001,Finance requirement 1,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73009,73009,53009,"Finance end-to-end scenario 009 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1001,Finance requirement 1,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73010,73010,53010,"Finance end-to-end scenario 010 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1001,Finance requirement 1,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73011,73011,53011,"Finance end-to-end scenario 011 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1001,Finance requirement 1,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73012,73012,53012,"Finance end-to-end scenario 012 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1001,Finance requirement 1,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73013,73013,53013,"Finance end-to-end scenario 013 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1001,Finance requirement 1,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73014,73014,53014,"Finance end-to-end scenario 014 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1001,Finance requirement 1,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73015,73015,53015,"Finance end-to-end scenario 015 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1002,Finance requirement 2,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73016,73016,53016,"Finance end-to-end scenario 016 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1002,Finance requirement 2,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73017,73017,53017,"Finance end-to-end scenario 017 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1002,Finance requirement 2,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73018,73018,53018,"Finance end-to-end scenario 018 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1002,Finance requirement 2,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73019,73019,53019,"Finance end-to-end scenario 019 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1002,Finance requirement 2,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73020,73020,53020,"Finance end-to-end scenario 020 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1002,Finance requirement 2,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73021,73021,53021,"Finance end-to-end scenario 021 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1002,Finance requirement 2,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73022,73022,53022,"Finance end-to-end scenario 022 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1003,Finance requirement 3,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73023,73023,53023,"Finance end-to-end scenario 023 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1003,Finance requirement 3,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73024,73024,53024,"Finance end-to-end scenario 024 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1003,Finance requirement 3,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73025,73025,53025,"Finance end-to-end scenario 025 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1003,Finance requirement 3,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73026,73026,53026,"Finance end-to-end scenario 026 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1003,Finance requirement 3,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73027,73027,53027,"Finance end-to-end scenario 027 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1003,Finance requirement 3,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73028,73028,53028,"Finance end-to-end scenario 028 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1003,Finance requirement 3,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73029,73029,53029,"Finance end-to-end scenario 029 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1004,Finance requirement 4,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73030,73030,53030,"Finance end-to-end scenario 030 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1004,Finance requirement 4,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73031,73031,53031,"Finance end-to-end scenario 031 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1004,Finance requirement 4,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73032,73032,53032,"Finance end-to-end scenario 032 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1004,Finance requirement 4,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73033,73033,53033,"Finance end-to-end scenario 033 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1004,Finance requirement 4,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73034,73034,53034,"Finance end-to-end scenario 034 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1004,Finance requirement 4,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73035,73035,53035,"Finance end-to-end scenario 035 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1004,Finance requirement 4,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73036,73036,53036,"Finance end-to-end scenario 036 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1005,Finance requirement 5,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73037,73037,53037,"Finance end-to-end scenario 037 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1005,Finance requirement 5,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73038,73038,53038,"Finance end-to-end scenario 038 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1005,Finance requirement 5,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73039,73039,53039,"Finance end-to-end scenario 039 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1005,Finance requirement 5,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73040,73040,53040,"Finance end-to-end scenario 040 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1005,Finance requirement 5,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73041,73041,53041,"Finance end-to-end scenario 041 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1005,Finance requirement 5,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73042,73042,53042,"Finance end-to-end scenario 042 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1005,Finance requirement 5,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-73043,73043,53043,"Finance end-to-end scenario 043 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1006,Finance requirement 6,
